route,direction,scheduled,actual,minutes_late
C,northbound,2016-04-03 10:30:28,2016-04-03 10:26:13,-4.25
C,northbound,2016-04-03 13:00:28,2016-04-03 12:56:45,-3.716666666666667
C,northbound,2016-04-03 08:00:28,2016-04-03 07:59:30,-0.9666666666666667
C,northbound,2016-04-03 06:00:28,2016-04-03 05:58:23,-2.0833333333333335
C,northbound,2016-04-03 23:15:25,2016-04-03 23:10:04,-5.35
C,northbound,2016-04-03 21:00:25,2016-04-03 20:58:07,-2.3
C,northbound,2016-04-03 18:45:28,2016-04-03 18:44:49,-0.65
C,northbound,2016-04-03 16:15:28,2016-04-03 16:11:43,-3.75
C,northbound,2016-04-03 13:45:28,2016-04-03 13:46:17,0.8166666666666667
C,northbound,2016-04-03 11:15:28,2016-04-03 11:15:43,0.25
C,northbound,2016-04-03 08:45:28,2016-04-03 08:39:43,-5.75
C,northbound,2016-04-03 06:45:28,2016-04-03 06:45:08,-0.3333333333333333
C,northbound,2016-04-03 03:25:25,2016-04-03 03:26:36,1.1833333333333333
C,northbound,2016-04-03 01:05:25,2016-04-03 01:01:49,-3.6
C,northbound,2016-04-03 23:00:25,2016-04-03 22:59:33,-0.8666666666666667
C,northbound,2016-04-03 20:45:25,2016-04-03 20:44:59,-0.43333333333333335
C,northbound,2016-04-03 00:30:25,2016-04-03 00:30:16,-0.15
C,northbound,2016-04-03 22:00:25,2016-04-03 21:59:37,-0.8
C,northbound,2016-04-03 19:45:25,2016-04-03 19:48:58,3.55
C,northbound,2016-04-03 17:30:28,2016-04-03 17:26:32,-3.933333333333333
C,northbound,2016-04-03 15:00:28,2016-04-03 14:57:08,-3.3333333333333335
C,northbound,2016-04-03 12:30:28,2016-04-03 12:27:38,-2.8333333333333335
C,northbound,2016-04-03 10:00:28,2016-04-03 09:56:57,-3.5166666666666666
C,northbound,2016-04-03 07:45:28,2016-04-03 07:44:53,-0.5833333333333334
C,northbound,2016-04-03 22:15:25,2016-04-03 22:12:53,-2.533333333333333
C,northbound,2016-05-26 14:09:31,2016-05-26 14:13:02,3.5166666666666666
C,northbound,2016-05-26 11:57:28,2016-05-26 11:57:52,0.4
C,northbound,2016-05-26 09:35:28,2016-05-26 09:39:55,4.45
C,northbound,2016-05-26 07:18:31,2016-05-26 07:17:33,-0.9666666666666667
C,northbound,2016-05-26 19:07:28,2016-05-26 19:02:26,-5.033333333333333
C,northbound,2016-05-26 16:54:33,2016-05-26 16:55:50,1.2833333333333334
C,northbound,2016-05-26 02:10:25,2016-05-26 02:09:59,-0.43333333333333335
C,northbound,2016-05-26 00:00:25,2016-05-25 23:59:32,-0.8833333333333333
C,northbound,2016-05-26 21:45:25,2016-05-26 21:46:23,0.9666666666666667
C,northbound,2016-05-26 16:12:33,2016-05-26 16:15:43,3.1666666666666665
C,northbound,2016-05-26 13:45:31,2016-05-26 13:42:16,-3.25
C,northbound,2016-05-26 11:21:28,2016-05-26 11:19:34,-1.9
C,northbound,2016-05-26 09:02:31,2016-05-26 09:00:38,-1.8833333333333333
C,northbound,2016-05-26 06:39:31,2016-05-26 06:36:49,-2.7
C,northbound,2016-05-26 08:12:31,2016-05-26 08:17:09,4.633333333333334
C,northbound,2016-05-26 17:44:33,2016-05-26 17:49:49,5.266666666666667
C,northbound,2016-05-26 15:17:31,2016-05-26 15:22:45,5.233333333333333
C,northbound,2016-05-26 12:57:28,2016-05-26 12:58:25,0.95
C,northbound,2016-05-26 10:33:28,2016-05-26 10:35:28,2.0
C,northbound,2016-05-26 06:10:25,2016-05-26 06:06:48,-3.6166666666666667
C,northbound,2016-05-26 22:00:25,2016-05-26 22:00:49,0.4
C,northbound,2016-05-26 16:47:33,2016-05-26 16:53:22,5.816666666666666
C,northbound,2016-05-25 10:57:28,2016-05-25 11:00:56,3.466666666666667
C,northbound,2016-05-25 08:44:31,2016-05-25 08:42:38,-1.8833333333333333
C,northbound,2016-05-25 06:30:31,2016-05-25 06:35:10,4.65
C,northbound,2016-05-25 17:37:33,2016-05-25 17:42:19,4.766666666666667
C,northbound,2016-05-25 15:09:31,2016-05-25 15:09:56,0.4166666666666667
C,northbound,2016-05-25 12:45:28,2016-05-25 12:46:17,0.8166666666666667
C,northbound,2016-05-25 10:21:28,2016-05-25 10:23:39,2.183333333333333
C,northbound,2016-05-25 08:06:31,2016-05-25 08:08:17,1.7666666666666666
C,northbound,2016-05-25 06:00:25,2016-05-25 05:59:36,-0.8166666666666667
C,northbound,2016-05-25 08:17:31,2016-05-25 08:28:42,11.183333333333334
C,northbound,2016-05-25 22:00:25,2016-05-25 22:01:43,1.3
C,northbound,2016-05-25 19:30:28,2016-05-25 19:30:06,-0.36666666666666664
C,northbound,2016-05-25 17:08:33,2016-05-25 17:10:41,2.1333333333333333
C,northbound,2016-05-25 19:07:28,2016-05-25 19:08:54,1.4333333333333333
C,northbound,2016-05-25 16:54:33,2016-05-25 16:57:54,3.35
C,northbound,2016-05-25 08:38:31,2016-05-25 08:39:43,1.2
C,northbound,2016-05-25 06:20:25,2016-05-25 06:23:11,2.7666666666666666
C,northbound,2016-05-25 17:15:33,2016-05-25 17:12:15,-3.3
C,northbound,2016-05-25 14:42:31,2016-05-25 14:45:58,3.45
C,northbound,2016-05-25 09:57:28,2016-05-25 09:57:51,0.38333333333333336
C,northbound,2016-05-25 07:41:31,2016-05-25 07:44:13,2.7
C,northbound,2016-05-25 08:51:31,2016-05-25 08:54:41,3.1666666666666665
C,northbound,2016-05-24 18:28:31,2016-05-24 18:28:41,0.16666666666666666
C,northbound,2016-05-24 16:05:33,2016-05-24 16:03:12,-2.35
C,northbound,2016-05-24 07:10:31,2016-05-24 07:08:18,-2.216666666666667
C,northbound,2016-05-24 05:05:25,2016-05-24 05:04:50,-0.5833333333333334
C,northbound,2016-05-24 07:47:31,2016-05-24 07:48:38,1.1166666666666667
C,northbound,2016-05-24 08:12:31,2016-05-24 08:15:15,2.7333333333333334
C,northbound,2016-05-24 18:01:31,2016-05-24 18:01:44,0.21666666666666667
C,northbound,2016-05-24 15:34:31,2016-05-24 15:36:52,2.35
C,northbound,2016-05-24 19:07:28,2016-05-24 19:06:03,-1.4166666666666667
C,northbound,2016-05-24 16:54:33,2016-05-24 16:51:39,-2.9
C,northbound,2016-05-24 04:35:25,2016-05-24 04:31:33,-3.8666666666666667
C,northbound,2016-05-24 02:10:25,2016-05-24 02:07:31,-2.9
C,northbound,2016-05-24 00:00:25,2016-05-23 23:56:52,-3.55
C,northbound,2016-05-24 21:45:25,2016-05-24 21:44:52,-0.55
C,northbound,2016-05-24 15:42:31,2016-05-24 15:47:18,4.783333333333333
C,northbound,2016-05-24 13:21:28,2016-05-24 13:18:17,-3.183333333333333
C,northbound,2016-05-24 10:57:28,2016-05-24 10:59:40,2.2
C,northbound,2016-05-24 08:44:31,2016-05-24 08:51:40,7.15
C,northbound,2016-05-24 06:30:31,2016-05-24 06:38:11,7.666666666666667
C,northbound,2016-05-24 16:26:33,2016-05-24 16:19:40,-6.883333333333334
C,northbound,2016-05-24 13:57:31,2016-05-24 13:55:41,-1.8333333333333333
C,northbound,2016-05-24 18:57:28,2016-05-24 19:00:24,2.933333333333333
C,northbound,2016-05-23 07:28:31,2016-05-23 07:27:47,-0.7333333333333333
C,northbound,2016-05-23 05:25:25,2016-05-23 05:24:51,-0.5666666666666667
C,northbound,2016-05-23 18:01:31,2016-05-23 18:01:45,0.23333333333333334
C,northbound,2016-05-23 15:34:31,2016-05-23 15:33:43,-0.8
C,northbound,2016-05-23 08:02:31,2016-05-23 08:05:06,2.5833333333333335
C,northbound,2016-05-23 08:56:31,2016-05-23 09:00:38,4.116666666666666
C,northbound,2016-05-23 22:00:25,2016-05-23 22:02:09,1.7333333333333334
C,northbound,2016-05-23 19:30:28,2016-05-23 19:32:56,2.466666666666667
C,northbound,2016-05-23 17:08:33,2016-05-23 17:13:41,5.133333333333334
C,northbound,2016-05-23 23:15:25,2016-05-23 23:16:57,1.5333333333333334
C,northbound,2016-05-23 21:00:25,2016-05-23 21:04:57,4.533333333333333
C,northbound,2016-05-23 18:28:31,2016-05-23 18:32:25,3.9
C,northbound,2016-05-23 16:05:33,2016-05-23 16:07:54,2.35
C,northbound,2016-05-23 01:05:25,2016-05-23 01:07:15,1.8333333333333333
C,northbound,2016-05-23 23:00:25,2016-05-23 22:59:56,-0.48333333333333334
C,northbound,2016-05-23 20:43:25,2016-05-23 20:43:43,0.3
C,northbound,2016-05-23 08:12:31,2016-05-23 08:17:12,4.683333333333334
C,northbound,2016-05-23 23:30:25,2016-05-23 23:32:58,2.55
C,northbound,2016-05-23 21:15:25,2016-05-23 21:22:20,6.916666666666667
C,northbound,2016-05-23 16:40:33,2016-05-23 16:43:52,3.316666666666667
C,northbound,2016-05-23 22:45:25,2016-05-23 22:47:34,2.15
C,northbound,2016-05-23 09:45:28,2016-05-23 09:45:44,0.26666666666666666
C,northbound,2016-05-22 19:15:25,2016-05-22 19:12:56,-2.4833333333333334
C,northbound,2016-05-22 16:45:28,2016-05-22 16:44:51,-0.6166666666666667
C,northbound,2016-05-22 14:15:28,2016-05-22 14:11:55,-3.55
C,northbound,2016-05-22 11:45:28,2016-05-22 11:41:07,-4.35
C,northbound,2016-05-22 09:15:28,2016-05-22 09:11:12,-4.266666666666667
C,northbound,2016-05-22 07:15:28,2016-05-22 07:15:40,0.2
C,northbound,2016-05-22 23:30:25,2016-05-22 23:27:38,-2.783333333333333
C,northbound,2016-05-22 21:15:25,2016-05-22 21:15:30,0.08333333333333333
C,northbound,2016-05-22 19:00:25,2016-05-22 18:55:33,-4.866666666666666
C,northbound,2016-05-22 16:30:28,2016-05-22 16:23:51,-6.616666666666666
C,northbound,2016-05-22 14:00:28,2016-05-22 13:56:51,-3.6166666666666667
C,northbound,2016-05-22 11:30:28,2016-05-22 11:26:15,-4.216666666666667
C,northbound,2016-05-22 09:00:28,2016-05-22 08:52:46,-7.7
C,northbound,2016-05-22 07:00:28,2016-05-22 06:56:43,-3.75
C,northbound,2016-05-22 19:30:25,2016-05-22 19:32:54,2.4833333333333334
C,northbound,2016-05-22 17:15:28,2016-05-22 17:15:08,-0.3333333333333333
C,northbound,2016-05-22 14:45:28,2016-05-22 14:42:17,-3.183333333333333
C,northbound,2016-05-22 12:15:28,2016-05-22 12:11:36,-3.8666666666666667
C,northbound,2016-05-22 09:45:28,2016-05-22 09:38:21,-7.116666666666666
C,northbound,2016-05-22 21:00:25,2016-05-22 21:00:48,0.38333333333333336
C,northbound,2016-05-22 18:45:28,2016-05-22 18:39:29,-5.983333333333333
C,northbound,2016-05-22 17:45:28,2016-05-22 17:39:33,-5.916666666666667
C,northbound,2016-05-21 18:15:28,2016-05-21 18:17:00,1.5333333333333334
C,northbound,2016-05-21 15:51:28,2016-05-21 15:51:48,0.3333333333333333
C,northbound,2016-05-21 11:03:28,2016-05-21 11:02:14,-1.2333333333333334
C,northbound,2016-05-21 09:01:28,2016-05-21 08:59:43,-1.75
C,northbound,2016-05-21 22:15:25,2016-05-21 22:18:17,2.8666666666666667
C,northbound,2016-05-21 20:00:25,2016-05-21 20:04:58,4.55
C,northbound,2016-05-21 17:51:28,2016-05-21 17:46:15,-5.216666666666667
C,northbound,2016-05-21 15:27:28,2016-05-21 15:23:44,-3.7333333333333334
C,northbound,2016-05-21 13:03:28,2016-05-21 13:02:25,-1.05
C,northbound,2016-05-21 10:37:28,2016-05-21 10:40:25,2.95
C,northbound,2016-05-21 08:37:28,2016-05-21 08:36:47,-0.6833333333333333
C,northbound,2016-05-21 06:30:28,2016-05-21 06:30:08,-0.3333333333333333
C,northbound,2016-05-21 22:00:25,2016-05-21 22:02:16,1.85
C,northbound,2016-05-21 17:27:28,2016-05-21 17:27:47,0.31666666666666665
C,northbound,2016-05-21 15:03:28,2016-05-21 15:07:56,4.466666666666667
C,northbound,2016-05-21 12:39:28,2016-05-21 12:42:25,2.95
C,northbound,2016-05-21 10:13:28,2016-05-21 10:15:39,2.183333333333333
C,northbound,2016-05-21 08:12:28,2016-05-21 08:14:16,1.8
C,northbound,2016-05-21 02:10:25,2016-05-21 02:15:42,5.283333333333333
C,northbound,2016-05-21 00:00:25,2016-05-21 00:03:33,3.1333333333333333
C,northbound,2016-05-21 21:45:25,2016-05-21 21:55:32,10.116666666666667
C,northbound,2016-05-21 23:30:25,2016-05-21 23:36:22,5.95
C,northbound,2016-05-21 19:03:25,2016-05-21 19:01:04,-2.35
C,northbound,2016-05-21 16:39:28,2016-05-21 16:40:54,1.4333333333333333
C,northbound,2016-05-21 14:15:28,2016-05-21 14:10:21,-5.116666666666666
C,northbound,2016-05-21 11:51:28,2016-05-21 11:51:36,0.13333333333333333
C,northbound,2016-05-21 09:37:28,2016-05-21 09:38:30,1.0333333333333334
C,northbound,2016-05-21 07:30:28,2016-05-21 07:31:31,1.05
C,northbound,2016-05-21 23:00:25,2016-05-21 23:05:05,4.666666666666667
C,northbound,2016-05-21 20:45:25,2016-05-21 20:49:08,3.716666666666667
C,northbound,2016-05-21 18:39:28,2016-05-21 18:41:08,1.6666666666666667
C,northbound,2016-05-21 16:15:28,2016-05-21 16:15:34,0.1
C,northbound,2016-05-21 13:51:28,2016-05-21 13:50:29,-0.9833333333333333
C,northbound,2016-05-21 11:27:28,2016-05-21 11:35:28,8.0
C,northbound,2016-05-21 19:15:25,2016-05-21 19:18:12,2.783333333333333
C,northbound,2016-05-21 16:51:28,2016-05-21 16:51:25,-0.05
C,northbound,2016-05-21 14:27:28,2016-05-21 14:26:20,-1.1333333333333333
C,northbound,2016-05-21 12:03:28,2016-05-21 12:03:37,0.15
C,northbound,2016-05-21 09:49:28,2016-05-21 09:51:43,2.25
C,northbound,2016-05-21 07:45:28,2016-05-21 07:46:15,0.7833333333333333
C,northbound,2016-05-21 05:45:28,2016-05-21 05:44:54,-0.5666666666666667
C,northbound,2016-05-21 18:27:28,2016-05-21 18:24:50,-2.6333333333333333
C,northbound,2016-05-21 16:03:28,2016-05-21 16:02:16,-1.2
C,northbound,2016-05-21 13:39:28,2016-05-21 13:35:28,-4.0
C,northbound,2016-05-21 11:15:28,2016-05-21 11:51:26,35.96666666666667
C,northbound,2016-05-21 09:13:28,2016-05-21 09:18:17,4.816666666666666
C,northbound,2016-05-21 07:00:28,2016-05-21 07:04:49,4.35
C,northbound,2016-05-21 19:30:25,2016-05-21 19:34:24,3.9833333333333334
C,northbound,2016-05-21 17:15:28,2016-05-21 17:10:17,-5.183333333333334
C,northbound,2016-05-21 14:51:28,2016-05-21 14:50:09,-1.3166666666666667
C,northbound,2016-05-21 12:27:28,2016-05-21 12:26:06,-1.3666666666666667
C,northbound,2016-05-21 10:01:28,2016-05-21 09:58:08,-3.3333333333333335
C,northbound,2016-05-21 06:00:28,2016-05-21 05:59:26,-1.0333333333333334
C,northbound,2016-05-19 16:12:33,2016-05-19 16:16:59,4.433333333333334
C,northbound,2016-05-19 13:45:31,2016-05-19 13:44:56,-0.5833333333333334
C,northbound,2016-05-19 11:21:28,2016-05-19 11:22:05,0.6166666666666667
C,northbound,2016-05-19 09:02:31,2016-05-19 09:02:29,-0.03333333333333333
C,northbound,2016-05-19 06:39:31,2016-05-19 06:38:12,-1.3166666666666667
C,northbound,2016-05-19 00:30:25,2016-05-19 00:30:19,-0.1
C,northbound,2016-05-19 22:15:25,2016-05-19 22:29:06,13.683333333333334
C,northbound,2016-05-19 20:00:25,2016-05-19 19:59:47,-0.6333333333333333
C,northbound,2016-05-19 17:29:33,2016-05-19 17:32:23,2.8333333333333335
C,northbound,2016-05-19 15:01:31,2016-05-19 15:11:29,9.966666666666667
C,northbound,2016-05-19 16:33:33,2016-05-19 16:31:48,-1.75
C,northbound,2016-05-19 14:09:31,2016-05-19 14:10:26,0.9166666666666666
C,northbound,2016-05-19 11:57:28,2016-05-19 11:55:44,-1.7333333333333334
C,northbound,2016-05-19 09:35:28,2016-05-19 09:38:19,2.85
C,northbound,2016-05-19 07:18:31,2016-05-19 07:17:12,-1.3166666666666667
C,northbound,2016-05-19 15:42:31,2016-05-19 15:45:15,2.7333333333333334
C,northbound,2016-05-19 13:21:28,2016-05-19 13:16:36,-4.866666666666666
C,northbound,2016-05-19 10:57:28,2016-05-19 10:54:17,-3.183333333333333
C,northbound,2016-05-19 08:44:31,2016-05-19 08:42:36,-1.9166666666666667
C,northbound,2016-05-19 16:47:33,2016-05-19 16:47:27,-0.1
C,northbound,2016-05-19 14:20:31,2016-05-19 14:23:48,3.283333333333333
C,northbound,2016-05-19 02:10:25,2016-05-19 02:11:28,1.05
C,northbound,2016-05-18 10:45:28,2016-05-18 10:45:08,-0.3333333333333333
C,northbound,2016-05-18 08:32:31,2016-05-18 08:35:26,2.9166666666666665
C,northbound,2016-05-18 22:45:25,2016-05-18 22:46:03,0.6333333333333333
C,northbound,2016-05-18 20:27:25,2016-05-18 20:28:56,1.5166666666666666
C,northbound,2016-05-18 18:10:31,2016-05-18 18:12:55,2.4
C,northbound,2016-05-18 15:50:31,2016-05-18 15:51:16,0.75
C,northbound,2016-05-18 13:33:28,2016-05-18 13:32:59,-0.48333333333333334
C,northbound,2016-05-18 11:09:28,2016-05-18 11:08:25,-1.05
C,northbound,2016-05-18 08:51:31,2016-05-18 08:56:01,4.5
C,northbound,2016-05-18 23:15:25,2016-05-18 23:11:25,-4.0
C,northbound,2016-05-18 21:00:25,2016-05-18 20:56:48,-3.6166666666666667
C,northbound,2016-05-18 18:28:31,2016-05-18 18:29:25,0.9
C,northbound,2016-05-18 16:05:33,2016-05-18 16:05:16,-0.2833333333333333
C,northbound,2016-05-18 07:10:31,2016-05-18 07:12:40,2.15
C,northbound,2016-05-18 05:05:25,2016-05-18 05:07:26,2.0166666666666666
C,northbound,2016-05-18 17:15:33,2016-05-18 17:21:13,5.666666666666667
C,northbound,2016-05-18 14:42:31,2016-05-18 14:50:28,7.95
C,northbound,2016-05-18 12:21:28,2016-05-18 12:19:06,-2.3666666666666667
C,northbound,2016-05-18 09:57:28,2016-05-18 10:00:37,3.15
C,northbound,2016-05-18 17:44:33,2016-05-18 17:45:13,0.6666666666666666
C,northbound,2016-05-18 15:17:31,2016-05-18 15:17:15,-0.26666666666666666
C,northbound,2016-05-18 07:56:31,2016-05-18 07:55:56,-0.5833333333333334
C,northbound,2016-05-17 10:21:28,2016-05-17 10:18:25,-3.05
C,northbound,2016-05-17 08:06:31,2016-05-17 08:08:03,1.5333333333333334
C,northbound,2016-05-17 06:00:25,2016-05-17 06:00:49,0.4
C,northbound,2016-05-17 17:44:33,2016-05-17 17:45:17,0.7333333333333333
C,northbound,2016-05-17 15:17:31,2016-05-17 15:18:48,1.2833333333333334
C,northbound,2016-05-17 12:57:28,2016-05-17 13:00:43,3.25
C,northbound,2016-05-17 10:33:28,2016-05-17 10:31:42,-1.7666666666666666
C,northbound,2016-05-17 08:22:31,2016-05-17 08:18:43,-3.8
C,northbound,2016-05-17 06:10:25,2016-05-17 06:11:08,0.7166666666666667
C,northbound,2016-05-17 02:10:25,2016-05-17 02:08:46,-1.65
C,northbound,2016-05-17 00:00:25,2016-05-16 23:59:30,-0.9166666666666666
C,northbound,2016-05-17 21:45:25,2016-05-17 21:47:38,2.216666666666667
C,northbound,2016-05-17 07:41:31,2016-05-17 07:45:44,4.216666666666667
C,northbound,2016-05-17 20:15:25,2016-05-17 20:12:52,-2.55
C,northbound,2016-05-17 17:52:33,2016-05-17 17:55:49,3.2666666666666666
C,northbound,2016-05-17 15:24:31,2016-05-17 15:21:50,-2.683333333333333
C,northbound,2016-05-17 13:09:28,2016-05-17 13:06:15,-3.216666666666667
C,northbound,2016-05-17 08:32:31,2016-05-17 08:30:35,-1.9333333333333333
C,northbound,2016-05-17 16:47:33,2016-05-17 16:48:24,0.85
C,northbound,2016-05-17 17:29:33,2016-05-17 17:36:09,6.6
C,northbound,2016-05-16 06:54:31,2016-05-16 06:53:01,-1.5
C,northbound,2016-05-16 17:44:33,2016-05-16 17:48:26,3.8833333333333333
C,northbound,2016-05-16 15:17:31,2016-05-16 15:17:26,-0.08333333333333333
C,northbound,2016-05-16 12:57:28,2016-05-16 12:56:30,-0.9666666666666667
C,northbound,2016-05-16 10:33:28,2016-05-16 10:31:43,-1.75
C,northbound,2016-05-16 08:22:31,2016-05-16 08:20:06,-2.4166666666666665
C,northbound,2016-05-16 06:10:25,2016-05-16 06:11:15,0.8333333333333334
C,northbound,2016-05-16 08:17:31,2016-05-16 08:18:40,1.15
C,northbound,2016-05-16 16:47:33,2016-05-16 16:45:55,-1.6333333333333333
C,northbound,2016-05-16 14:20:31,2016-05-16 14:19:31,-1.0
C,northbound,2016-05-16 12:09:28,2016-05-16 12:06:14,-3.2333333333333334
C,northbound,2016-05-16 09:45:28,2016-05-16 09:45:49,0.35
C,northbound,2016-05-16 07:33:31,2016-05-16 07:36:35,3.066666666666667
C,northbound,2016-05-16 07:28:31,2016-05-16 07:27:27,-1.0666666666666667
C,northbound,2016-05-16 05:25:25,2016-05-16 05:27:33,2.1333333333333333
C,northbound,2016-05-16 09:25:28,2016-05-16 09:30:15,4.783333333333333
C,northbound,2016-05-16 07:02:31,2016-05-16 07:01:59,-0.5333333333333333
C,northbound,2016-05-16 22:45:25,2016-05-16 22:47:30,2.0833333333333335
C,northbound,2016-05-16 20:27:25,2016-05-16 20:26:17,-1.1333333333333333
C,northbound,2016-05-16 15:50:31,2016-05-16 15:49:50,-0.6833333333333333
C,northbound,2016-05-16 13:33:28,2016-05-16 13:31:07,-2.35
C,northbound,2016-05-16 08:38:31,2016-05-16 08:33:33,-4.966666666666667
C,northbound,2016-05-15 12:00:28,2016-05-15 11:56:38,-3.8333333333333335
C,northbound,2016-05-15 09:30:28,2016-05-15 09:25:00,-5.466666666666667
C,northbound,2016-05-15 07:30:28,2016-05-15 07:28:47,-1.6833333333333333
C,northbound,2016-05-15 05:25:28,2016-05-15 05:24:42,-0.7666666666666667
C,northbound,2016-05-15 21:30:25,2016-05-15 21:30:26,0.016666666666666666
C,northbound,2016-05-15 19:15:25,2016-05-15 19:10:16,-5.15
C,northbound,2016-05-15 16:45:28,2016-05-15 16:40:50,-4.633333333333334
C,northbound,2016-05-15 14:15:28,2016-05-15 14:11:46,-3.7
C,northbound,2016-05-15 11:45:28,2016-05-15 11:42:28,-3.0
C,northbound,2016-05-15 09:15:28,2016-05-15 09:11:45,-3.716666666666667
C,northbound,2016-05-15 07:15:28,2016-05-15 07:16:57,1.4833333333333334
C,northbound,2016-05-15 22:00:25,2016-05-15 21:59:29,-0.9333333333333333
C,northbound,2016-05-15 19:45:25,2016-05-15 19:46:13,0.8
C,northbound,2016-05-15 17:30:28,2016-05-15 17:22:17,-8.183333333333334
C,northbound,2016-05-15 15:00:28,2016-05-15 14:54:18,-6.166666666666667
C,northbound,2016-05-15 12:30:28,2016-05-15 12:30:18,-0.16666666666666666
C,northbound,2016-05-15 10:00:28,2016-05-15 09:54:14,-6.233333333333333
C,northbound,2016-05-15 07:45:28,2016-05-15 07:44:44,-0.7333333333333333
C,northbound,2016-05-15 05:45:28,2016-05-15 05:43:43,-1.75
C,northbound,2016-05-15 02:10:25,2016-05-15 02:11:52,1.45
C,northbound,2016-05-15 00:00:25,2016-05-15 00:03:31,3.1
C,northbound,2016-05-15 18:45:28,2016-05-15 18:43:37,-1.85
C,northbound,2016-05-14 11:51:28,2016-05-14 11:50:16,-1.2
C,northbound,2016-05-14 09:37:28,2016-05-14 09:39:29,2.0166666666666666
C,northbound,2016-05-14 01:05:25,2016-05-14 01:06:12,0.7833333333333333
C,northbound,2016-05-14 23:15:25,2016-05-14 23:14:10,-1.25
C,northbound,2016-05-14 21:00:25,2016-05-14 21:02:11,1.7666666666666666
C,northbound,2016-05-14 19:30:25,2016-05-14 19:30:19,-0.1
C,northbound,2016-05-14 17:15:28,2016-05-14 17:12:51,-2.6166666666666667
C,northbound,2016-05-14 14:51:28,2016-05-14 14:50:11,-1.2833333333333334
C,northbound,2016-05-14 12:27:28,2016-05-14 12:27:34,0.1
C,northbound,2016-05-14 10:01:28,2016-05-14 09:59:31,-1.95
C,northbound,2016-05-14 08:00:28,2016-05-14 07:58:06,-2.3666666666666667
C,northbound,2016-05-14 06:00:28,2016-05-14 05:59:34,-0.9
C,northbound,2016-05-14 18:51:28,2016-05-14 18:53:47,2.316666666666667
C,northbound,2016-05-14 14:03:28,2016-05-14 14:06:13,2.75
C,northbound,2016-05-14 11:39:28,2016-05-14 11:43:35,4.116666666666666
C,northbound,2016-05-14 05:25:28,2016-05-14 05:22:06,-3.3666666666666667
C,northbound,2016-05-14 22:30:25,2016-05-14 22:33:03,2.6333333333333333
C,northbound,2016-05-14 20:15:25,2016-05-14 20:18:14,2.816666666666667
C,northbound,2016-05-14 18:03:28,2016-05-14 18:02:16,-1.2
C,northbound,2016-05-14 15:39:28,2016-05-14 15:41:00,1.5333333333333334
C,northbound,2016-05-14 13:15:28,2016-05-14 13:19:42,4.233333333333333
C,northbound,2016-05-14 10:49:28,2016-05-14 10:51:41,2.216666666666667
C,northbound,2016-05-14 08:49:28,2016-05-14 08:50:15,0.7833333333333333
C,northbound,2016-05-14 06:45:28,2016-05-14 06:44:56,-0.5333333333333333
C,northbound,2016-05-14 00:30:25,2016-05-14 00:29:06,-1.3166666666666667
C,northbound,2016-05-14 22:45:25,2016-05-14 22:45:45,0.3333333333333333
C,northbound,2016-05-14 20:30:25,2016-05-14 20:30:20,-0.08333333333333333
C,northbound,2016-05-14 18:15:28,2016-05-14 18:12:59,-2.4833333333333334
C,northbound,2016-05-14 15:51:28,2016-05-14 15:48:51,-2.6166666666666667
C,northbound,2016-05-14 13:27:28,2016-05-14 13:26:15,-1.2166666666666666
C,northbound,2016-05-14 11:03:28,2016-05-14 11:04:50,1.3666666666666667
C,northbound,2016-05-14 09:01:28,2016-05-14 08:59:43,-1.75
C,northbound,2016-05-14 22:00:25,2016-05-14 22:03:12,2.783333333333333
C,northbound,2016-05-14 19:45:25,2016-05-14 19:46:15,0.8333333333333334
C,northbound,2016-05-14 17:27:28,2016-05-14 17:34:08,6.666666666666667
C,northbound,2016-05-14 15:03:28,2016-05-14 15:05:06,1.6333333333333333
C,northbound,2016-05-14 12:39:28,2016-05-14 12:42:26,2.966666666666667
C,northbound,2016-05-14 10:13:28,2016-05-14 10:21:00,7.533333333333333
C,northbound,2016-05-14 22:15:25,2016-05-14 22:18:27,3.033333333333333
C,northbound,2016-05-14 20:00:25,2016-05-14 20:04:54,4.483333333333333
C,northbound,2016-05-14 17:51:28,2016-05-14 17:54:16,2.8
C,northbound,2016-05-14 15:27:28,2016-05-14 15:24:46,-2.7
C,northbound,2016-05-14 13:03:28,2016-05-14 13:04:48,1.3333333333333333
C,northbound,2016-05-14 10:37:28,2016-05-14 10:36:51,-0.6166666666666667
C,northbound,2016-05-14 08:37:28,2016-05-14 08:35:45,-1.7166666666666666
C,northbound,2016-05-14 06:30:28,2016-05-14 06:29:06,-1.3666666666666667
C,northbound,2016-05-14 18:27:28,2016-05-14 18:23:36,-3.8666666666666667
C,northbound,2016-05-14 16:03:28,2016-05-14 16:02:14,-1.2333333333333334
C,northbound,2016-05-14 13:39:28,2016-05-14 13:39:48,0.3333333333333333
C,northbound,2016-05-14 11:15:28,2016-05-14 11:17:07,1.65
C,northbound,2016-05-14 09:13:28,2016-05-14 09:15:30,2.033333333333333
C,northbound,2016-05-14 07:00:28,2016-05-14 07:00:49,0.35
C,northbound,2016-05-14 14:39:28,2016-05-14 14:40:51,1.3833333333333333
C,northbound,2016-05-12 18:10:31,2016-05-12 18:18:54,8.383333333333333
C,northbound,2016-05-12 20:27:25,2016-05-12 20:28:58,1.55
C,northbound,2016-05-12 15:50:31,2016-05-12 15:48:49,-1.7
